txt_municipio;txt_uf;num_ano_financiamento;  qtd_uh_financiadas  ;  vlr_financiamento  ;  vlr_subsidio  
Parisi ;SP;2023; 3 ; 325.873,71 ; 69.592,87 
Parnaguá ;PI;2009; 3 ; 54.500,00 ; 15.860,00 
Parnaguá ;PI;2010; 1 ; 19.000,00 ; 8.117,00 
Parnaguá ;PI;2014; 2 ; 107.794,38 ; 30.887,41 
Parnaguá ;PI;2015; 1 ; 54.491,00 ; 25.508,98 
Parnaguá ;PI;2016; 2 ; 113.479,54 ; 44.999,97 
Parnaíba ;PI;2009; 471 ; 8.561.459,36 ; 8.807.644,08 
Parnaíba ;PI;2010; 132 ; 4.935.319,88 ; 2.349.451,00 
Parnaíba ;PI;2011; 495 ; 14.042.539,08 ; 7.561.840,99 
Parnaíba ;PI;2012; 130 ; 7.340.075,88 ; 2.969.721,70 
Parnaíba ;PI;2013; 196 ; 11.629.709,53 ; 5.237.954,89 
Parnaíba ;PI;2014; 337 ; 21.164.192,00 ; 9.534.692,10 
Parnaíba ;PI;2015; 761 ; 52.711.296,26 ; 22.695.444,31 
Parnaíba ;PI;2016; 692 ; 50.503.078,10 ; 19.338.805,13 
Parnaíba ;PI;2017; 560 ; 44.435.510,05 ; 15.745.257,79 
Parnaíba ;PI;2018; 500 ; 38.839.665,54 ; 15.570.005,00 
Parnaíba ;PI;2019; 362 ; 28.147.377,30 ; 10.570.489,46 
Parnaíba ;PI;2020; 218 ; 18.107.617,42 ; 6.247.586,76 
Parnaíba ;PI;2021; 382 ; 32.336.844,74 ; 12.324.051,28 
Parnaíba ;PI;2022; 307 ; 30.875.079,40 ; 7.619.793,68 
Parnaíba ;PI;2023; 352 ; 38.796.329,30 ; 9.061.905,90 
Parnamirim ;PE;2009; 3 ; 82.281,35 ; 27.777,00 
Parnamirim ;PE;2010; 85 ; 146.000,00 ; 602.210,00 
Parnamirim ;PE;2011; 1 ; 69.293,53 ; 700,00 
Parnamirim ;PE;2014; 3 ; 285.546,31 ; 57.804,99 
Parnamirim ;RN;2009; 637 ; 36.546.864,51 ; 9.004.060,88 
Parnamirim ;RN;2010; 1.301 ; 84.555.640,54 ; 22.959.983,00 
Parnamirim ;RN;2011; 1.896 ; 125.610.635,91 ; 17.434.075,99 
Parnamirim ;RN;2012; 1.740 ; 129.075.584,82 ; 36.299.407,49 
Parnamirim ;RN;2013; 1.920 ; 148.660.158,80 ; 45.995.054,21 
Parnamirim ;RN;2014; 2.024 ; 173.384.091,46 ; 47.965.851,93 
Parnamirim ;RN;2015; 1.936 ; 175.545.662,14 ; 44.881.454,53 
Parnamirim ;RN;2016; 1.101 ; 106.867.954,75 ; 22.651.443,03 
Parnamirim ;RN;2017; 1.177 ; 114.889.528,51 ; 29.058.601,48 
Parnamirim ;RN;2018; 1.131 ; 112.201.809,76 ; 29.576.768,13 
Parnamirim ;RN;2019; 780 ; 74.392.727,20 ; 18.714.472,19 
Parnamirim ;RN;2020; 659 ; 66.542.429,92 ; 16.146.951,85 
Parnamirim ;RN;2021; 531 ; 52.415.324,34 ; 11.515.103,91 
Parnamirim ;RN;2022; 561 ; 60.773.649,91 ; 11.930.666,73 
Parnamirim ;RN;2023; 827 ; 98.538.771,68 ; 21.593.403,92 
Parnarama ;MA;2011; 1 ; 25.000,00 ; -   
Parnarama ;MA;2014; 1 ; 68.040,00 ; -   
Parnarama ;MA;2015; 1 ; 77.760,00 ; 18.289,98 
Parnarama ;MA;2017; 4 ; 261.880,00 ; 102.965,31 
Parnarama ;MA;2018; 1 ; 64.400,00 ; 29.120,00 
Parnarama ;MA;2019; 3 ; 200.155,61 ; 90.699,98 
Parnarama ;MA;2020; 1 ; 72.700,00 ; 32.599,99 
Parnarama ;MA;2022; 1 ; 61.747,30 ; 20.746,09 
Parobé ;RS;2009; 124 ; 5.069.467,89 ; 2.207.842,84 
Parobé ;RS;2010; 159 ; 7.607.279,45 ; 3.385.701,00 
Parobé ;RS;2011; 159 ; 8.791.131,05 ; 1.495.795,80 
Parobé ;RS;2012; 201 ; 12.830.321,71 ; 4.509.512,56 
Parobé ;RS;2013; 192 ; 13.869.915,15 ; 4.863.350,52 
Parobé ;RS;2014; 244 ; 19.152.981,09 ; 6.141.375,14 
Parobé ;RS;2015; 210 ; 18.859.889,86 ; 5.129.560,00 
Parobé ;RS;2016; 165 ; 15.746.218,58 ; 3.492.332,54 
Parobé ;RS;2017; 217 ; 21.311.407,16 ; 5.960.368,56 
Parobé ;RS;2018; 335 ; 33.127.345,09 ; 9.462.148,51 
Parobé ;RS;2019; 237 ; 25.484.947,43 ; 5.485.668,33 
Parobé ;RS;2020; 169 ; 19.840.731,13 ; 3.526.323,49 
Parobé ;RS;2021; 245 ; 29.541.040,24 ; 3.945.537,20 
Parobé ;RS;2022; 201 ; 26.340.207,14 ; 2.648.535,28 
Parobé ;RS;2023; 204 ; 29.298.924,08 ; 2.942.737,70 
Passa e Fica ;RN;2016; 3 ; 203.400,00 ; 77.999,99 
Passa e Fica ;RN;2017; 1 ; 68.309,00 ; 28.653,67 
Passa e Fica ;RN;2018; 1 ; 57.618,50 ; 28.381,50 
Passa e Fica ;RN;2019; 1 ; 72.000,00 ; 23.218,00 
Passa Quatro ;MG;2009; 62 ; 1.411.668,15 ; 338.896,00 
Passa Quatro ;MG;2010; 19 ; 959.242,36 ; 233.225,00 
Passa Quatro ;MG;2011; 29 ; 1.578.561,38 ; 100.051,40 
Passa Quatro ;MG;2012; 56 ; 2.214.833,62 ; 537.524,39 
Passa Quatro ;MG;2013; 35 ; 1.846.085,13 ; 462.340,75 
Passa Quatro ;MG;2014; 35 ; 1.434.025,33 ; 374.209,67 
Passa Quatro ;MG;2015; 19 ; 857.747,20 ; 186.027,32 
Passa Quatro ;MG;2016; 2 ; 106.000,00 ; 3.728,30 
Passa Quatro ;MG;2017; 9 ; 689.902,52 ; 128.104,74 
Passa Quatro ;MG;2018; 3 ; 228.622,00 ; 60.701,50 
Passa Quatro ;MG;2019; 7 ; 533.784,44 ; 119.734,72 
Passa Quatro ;MG;2021; 4 ; 369.474,87 ; 54.886,12 
Passa Quatro ;MG;2023; 1 ; 95.522,39 ; -   
Passa Sete ;RS;2009; 2 ; 52.498,80 ; 26.837,00 
Passa Sete ;RS;2010; 7 ; 335.559,25 ; 111.644,00 
Passa Sete ;RS;2011; 6 ; 295.579,54 ; 37.424,00 
Passa Sete ;RS;2012; 1 ; 50.548,00 ; 25.508,98 
Passa Sete ;RS;2013; 3 ; 246.672,67 ; 38.312,96 
Passa Sete ;RS;2015; 3 ; 242.522,54 ; 58.393,95 
Passa Sete ;RS;2018; 1 ; 74.222,31 ; 26.016,00 
Passa Sete ;RS;2019; 1 ; 112.000,00 ; 8.622,64 
Passa Sete ;RS;2021; 1 ; 146.080,00 ; -   
Passa Tempo ;MG;2009; 12 ; 269.766,97 ; 80.085,00 
Passa Tempo ;MG;2010; 16 ; 522.992,00 ; 128.887,00 
Passa Tempo ;MG;2011; 10 ; 464.851,80 ; 15.148,19 
Passa Tempo ;MG;2012; 42 ; 1.272.361,05 ; 287.458,30 
Passa Tempo ;MG;2013; 41 ; 1.854.231,28 ; 548.987,66 
Passa Tempo ;MG;2014; 22 ; 860.866,41 ; 228.039,70 
Passa Tempo ;MG;2015; 8 ; 552.316,41 ; 97.912,00 
Passa Tempo ;MG;2016; 5 ; 345.000,00 ; 81.990,02 
Passa Tempo ;MG;2017; 11 ; 811.389,95 ; 250.714,55 
Passa Tempo ;MG;2018; 8 ; 563.702,00 ; 189.441,60 
Passa Tempo ;MG;2019; 5 ; 471.803,86 ; 86.264,15 
Passa Tempo ;MG;2020; 15 ; 1.436.600,28 ; 211.913,44 
Passa Tempo ;MG;2021; 7 ; 705.633,53 ; 151.900,53 
Passa Tempo ;MG;2022; 6 ; 650.666,09 ; 108.333,79 
Passa Tempo ;MG;2023; 11 ; 1.243.193,93 ; 240.467,51 
Passagem ;PB;2011; 1 ; 71.550,00 ; -   
Passagem ;RN;2012; 2 ; 126.000,00 ; 15.233,04 
Passagem ;RN;2013; 1 ; 17.887,00 ; 10.408,08 
Passagem ;RN;2014; 1 ; 69.544,86 ; 15.999,99 
Passagem ;RN;2015; 1 ; 71.943,38 ; 15.999,99 
Passagem ;RN;2017; 1 ; 81.000,00 ; 15.999,99 
Passagem Franca ;MA;2011; 2 ; 52.360,00 ; 2.000,00 
Passagem Franca ;MA;2012; 1 ; 63.000,00 ; 13.233,04 
Passagem Franca ;MA;2014; 2 ; 99.000,00 ; 18.112,99 
Passagem Franca do Piauí ;PI;2013; 2 ; 114.713,86 ; 50.349,97 
Passagem Franca do Piauí ;PI;2014; 9 ; 477.758,00 ; 217.332,86 
Passagem Franca do Piauí ;PI;2015; 4 ; 237.143,00 ; 101.856,97 
Passagem Franca do Piauí ;PI;2016; 2 ; 128.710,21 ; 45.592,99 
Passagem Franca do Piauí ;PI;2021; 1 ; 78.400,00 ; 36.835,99 
Passira ;PE;2009; 4 ; 48.000,00 ; 20.385,00 
Passira ;PE;2010; 3 ; 76.964,72 ; 26.643,00 
Passira ;PE;2011; 6 ; 237.000,00 ; 9.000,00 
Passira ;PE;2012; 6 ; 260.844,51 ; 66.310,97 
Passira ;PE;2013; 3 ; 154.455,25 ; 38.337,98 
Passira ;PE;2014; 2 ; 153.848,00 ; 22.652,00 
Passira ;PE;2015; 2 ; 153.000,00 ; 31.999,98 
Passira ;PE;2016; 2 ; 148.500,00 ; 31.505,36 
Passira ;PE;2017; 2 ; 165.500,00 ; 25.662,81 
Passira ;PE;2018; 1 ; 44.000,00 ; -   
Passo de Camaragibe ;AL;2012; 3 ; 100.480,94 ; 53.577,85 
Passo de Camaragibe ;AL;2013; 2 ; 83.544,00 ; 46.874,49 
Passo de Camaragibe ;AL;2014; 2 ; 93.859,00 ; 46.640,99 
Passo de Camaragibe ;AL;2015; 19 ; 1.124.888,83 ; 449.751,88 
Passo de Camaragibe ;AL;2016; 6 ; 340.685,08 ; 133.840,88 
Passo de Camaragibe ;AL;2017; 11 ; 700.204,50 ; 292.847,16 
Passo de Camaragibe ;AL;2018; 27 ; 1.219.703,33 ; 728.537,07 
Passo de Camaragibe ;AL;2019; 17 ; 793.702,00 ; 495.692,43 
Passo de Camaragibe ;AL;2020; 6 ; 323.921,00 ; 190.679,10 
Passo de Camaragibe ;AL;2021; 2 ; 147.632,00 ; 65.175,29 
Passo de Camaragibe ;AL;2022; 2 ; 160.000,00 ; 52.617,54 
Passo de Camaragibe ;AL;2023; 6 ; 497.565,85 ; 238.957,58 
Passo de Torres ;SC;2009; 2 ; 50.800,00 ; 12.277,00 
Passo de Torres ;SC;2010; 3 ; 217.536,79 ; 27.109,00 
Passo de Torres ;SC;2011; 9 ; 617.624,54 ; 74.329,80 
Passo de Torres ;SC;2012; 15 ; 1.110.292,12 ; 296.272,08 
Passo de Torres ;SC;2013; 23 ; 1.754.231,27 ; 600.638,08 
Passo de Torres ;SC;2014; 32 ; 2.566.095,84 ; 803.107,43 
Passo de Torres ;SC;2015; 43 ; 4.068.299,57 ; 775.408,55 
Passo de Torres ;SC;2016; 29 ; 2.752.450,05 ; 595.650,72 
Passo de Torres ;SC;2017; 11 ; 1.005.677,63 ; 178.015,01 
Passo de Torres ;SC;2018; 12 ; 1.130.717,19 ; 221.880,14 
Passo de Torres ;SC;2019; 12 ; 1.197.713,77 ; 203.999,15 
Passo de Torres ;SC;2020; 4 ; 404.244,90 ; 67.110,54 
Passo de Torres ;SC;2021; 6 ; 617.044,06 ; 88.417,88 
Passo de Torres ;SC;2022; 2 ; 220.245,00 ; 13.805,62 
Passo de Torres ;SC;2023; 4 ; 537.049,82 ; -   
Passo do Sobrado ;RS;2010; 2 ; 92.763,27 ; 38.070,00 
Passo do Sobrado ;RS;2011; 1 ; 29.495,75 ; 8.000,00 
Passo do Sobrado ;RS;2014; 2 ; 121.135,20 ; 43.103,96 
Passo do Sobrado ;RS;2015; 5 ; 396.100,35 ; 71.178,94 
Passo do Sobrado ;RS;2016; 8 ; 529.425,69 ; 162.680,64 
Passo do Sobrado ;RS;2017; 8 ; 607.374,39 ; 163.868,17 
Passo do Sobrado ;RS;2018; 16 ; 1.151.480,80 ; 313.351,13 
Passo do Sobrado ;RS;2019; 3 ; 231.023,68 ; 77.680,98 
Passo do Sobrado ;RS;2020; 5 ; 464.803,41 ; 123.048,95 
Passo do Sobrado ;RS;2021; 2 ; 224.000,00 ; 24.985,80 
Passo do Sobrado ;RS;2022; 4 ; 391.930,74 ; 72.563,40 
Passo do Sobrado ;RS;2023; 4 ; 462.685,63 ; 138.739,57 
Passo Fundo ;RS;2009; 706 ; 35.274.393,67 ; 12.311.805,12 
Passo Fundo ;RS;2010; 937 ; 50.674.188,53 ; 19.233.890,00 
Passo Fundo ;RS;2011; 802 ; 48.265.163,19 ; 8.567.705,56 
Passo Fundo ;RS;2012; 746 ; 52.696.043,71 ; 16.969.929,84 
Passo Fundo ;RS;2013; 660 ; 49.208.188,25 ; 16.440.180,86 
Passo Fundo ;RS;2014; 794 ; 63.864.959,25 ; 18.083.898,86 
Passo Fundo ;RS;2015; 646 ; 58.096.279,19 ; 11.342.256,15 
Passo Fundo ;RS;2016; 579 ; 56.343.833,07 ; 7.540.899,69 
Passo Fundo ;RS;2017; 571 ; 61.891.698,99 ; 7.533.113,87 
Passo Fundo ;RS;2018; 499 ; 53.239.338,03 ; 9.112.239,46 
Passo Fundo ;RS;2019; 625 ; 69.834.869,97 ; 10.615.996,66 
Passo Fundo ;RS;2020; 573 ; 65.674.388,84 ; 10.583.018,37 
Passo Fundo ;RS;2021; 576 ; 67.783.600,02 ; 8.018.028,42 
Passo Fundo ;RS;2022; 410 ; 52.374.766,97 ; 3.833.278,18 
Passo Fundo ;RS;2023; 416 ; 61.953.857,61 ; 3.376.277,73 
Passos ;MG;2009; 386 ; 16.045.863,77 ; 5.399.900,98 
Passos ;MG;2010; 485 ; 24.527.944,87 ; 8.991.907,00 
Passos ;MG;2011; 498 ; 30.850.982,31 ; 4.754.951,77 
Passos ;MG;2012; 320 ; 21.959.262,18 ; 6.922.897,33 
Passos ;MG;2013; 543 ; 41.230.000,47 ; 15.040.720,53 
Passos ;MG;2014; 603 ; 50.826.667,42 ; 16.615.086,79 
Passos ;MG;2015; 846 ; 71.773.327,57 ; 25.483.186,60 
Passos ;MG;2016; 667 ; 60.891.992,20 ; 17.522.635,96 
Passos ;MG;2017; 813 ; 78.894.118,80 ; 23.112.576,67 
Passos ;MG;2018; 600 ; 56.800.821,79 ; 18.337.999,42 
Passos ;MG;2019; 550 ; 54.559.175,61 ; 14.557.186,10 
Passos ;MG;2020; 524 ; 54.618.429,25 ; 13.726.374,26 
Passos ;MG;2021; 452 ; 48.639.544,01 ; 12.417.603,79 
Passos ;MG;2022; 419 ; 50.945.591,92 ; 9.119.961,89 
Passos ;MG;2023; 330 ; 45.827.929,37 ; 5.941.251,30 
Passos Maia ;SC;2013; 2 ; 163.886,82 ; 58.345,96 
Passos Maia ;SC;2014; 2 ; 192.090,19 ; 49.959,98 
Passos Maia ;SC;2015; 2 ; 173.904,19 ; 28.676,98 
Passos Maia ;SC;2016; 1 ; 78.268,17 ; 4.041,13 
Passos Maia ;SC;2020; 1 ; 111.669,25 ; 20.754,99 
Passos Maia ;SC;2023; 1 ; 217.300,00 ; -   
Pastos Bons ;MA;2009; 3 ; 94.989,00 ; 3.056,00 
Pastos Bons ;MA;2010; 1 ; 40.000,00 ; 10.035,00 
Pastos Bons ;MA;2011; 4 ; 164.005,00 ; -   
Pastos Bons ;MA;2013; 6 ; 262.716,00 ; 103.502,53 
Pastos Bons ;MA;2014; 8 ; 537.800,00 ; 176.312,85 
Pastos Bons ;MA;2015; 16 ; 1.193.407,71 ; 300.895,80 
Pastos Bons ;MA;2016; 23 ; 1.586.175,05 ; 440.977,61 
Pastos Bons ;MA;2017; 41 ; 2.847.395,57 ; 862.987,26 
Pastos Bons ;MA;2018; 48 ; 3.205.918,08 ; 1.217.138,74 
Pastos Bons ;MA;2019; 33 ; 2.660.869,18 ; 663.209,87 
Pastos Bons ;MA;2020; 6 ; 485.527,21 ; 112.732,33 
Pastos Bons ;MA;2021; 4 ; 406.000,00 ; 109.494,53 
Pastos Bons ;MA;2022; 8 ; 828.775,38 ; 129.452,14 
Pastos Bons ;MA;2023; 5 ; 507.325,33 ; 149.118,10 
Pato Bragado ;PR;2009; 3 ; 129.027,62 ; 21.926,00 
Pato Bragado ;PR;2010; 46 ; 2.161.407,68 ; 769.694,00 
Pato Bragado ;PR;2011; 4 ; 245.985,25 ; 26.444,00 
Pato Bragado ;PR;2012; 9 ; 468.740,46 ; 137.253,07 
Pato Bragado ;PR;2013; 29 ; 1.951.336,48 ; 591.242,26 
Pato Bragado ;PR;2014; 17 ; 1.238.568,28 ; 351.871,44 
Pato Bragado ;PR;2015; 14 ; 1.251.729,03 ; 268.868,05 
Pato Bragado ;PR;2016; 3 ; 231.033,30 ; 77.445,14 
Pato Bragado ;PR;2017; 8 ; 703.209,44 ; 89.530,79 
Pato Bragado ;PR;2018; 6 ; 578.486,41 ; 72.062,84 
Pato Bragado ;PR;2019; 1 ; 111.999,99 ; -   
Pato Bragado ;PR;2020; 41 ; 3.079.830,73 ; 717.818,39 
Pato Bragado ;PR;2021; 1 ; 111.998,99 ; 1.755,00 
Pato Bragado ;PR;2022; 2 ; 173.703,64 ; 19.139,93 
Pato Bragado ;PR;2023; 2 ; 259.500,00 ; -   
Pato Branco ;PR;2009; 226 ; 11.810.382,79 ; 3.541.433,13 
Pato Branco ;PR;2010; 447 ; 25.959.894,95 ; 7.765.842,00 
Pato Branco ;PR;2011; 443 ; 28.478.348,04 ; 3.450.433,59 
Pato Branco ;PR;2012; 368 ; 26.141.317,16 ; 7.334.171,18 
Pato Branco ;PR;2013; 343 ; 27.650.454,76 ; 7.106.069,11 
Pato Branco ;PR;2014; 431 ; 37.741.397,20 ; 8.410.830,10 
Pato Branco ;PR;2015; 380 ; 35.232.427,90 ; 6.843.923,61 
Pato Branco ;PR;2016; 275 ; 27.665.682,34 ; 3.111.911,84 
Pato Branco ;PR;2017; 298 ; 32.462.310,92 ; 4.320.871,86 
Pato Branco ;PR;2018; 287 ; 30.097.213,00 ; 5.356.370,08 
Pato Branco ;PR;2019; 347 ; 36.757.794,91 ; 6.206.583,12 
Pato Branco ;PR;2020; 255 ; 27.707.126,24 ; 4.993.614,31 
Pato Branco ;PR;2021; 145 ; 15.491.319,71 ; 2.574.881,89 
Pato Branco ;PR;2022; 96 ; 11.461.320,72 ; 964.701,12 
Pato Branco ;PR;2023; 135 ; 20.732.688,15 ; 1.049.873,03 
Patos ;PB;2009; 93 ; 4.956.274,31 ; 1.415.328,00 
Patos ;PB;2010; 166 ; 9.770.309,10 ; 3.521.347,00 
Patos ;PB;2011; 237 ; 16.149.165,76 ; 2.079.776,99 
Patos ;PB;2012; 227 ; 17.302.476,49 ; 4.808.745,10 
Patos ;PB;2013; 378 ; 32.501.779,36 ; 8.585.889,74 
Patos ;PB;2014; 454 ; 41.307.936,69 ; 11.193.425,14 
Patos ;PB;2015; 480 ; 45.284.399,78 ; 12.701.741,17 
Patos ;PB;2016; 427 ; 41.036.124,09 ; 12.035.630,63 
Patos ;PB;2017; 305 ; 30.212.325,18 ; 7.611.500,67 
Patos ;PB;2018; 250 ; 25.317.213,42 ; 6.248.759,52 
Patos ;PB;2019; 188 ; 19.524.109,64 ; 4.070.710,44 
Patos ;PB;2020; 126 ; 13.525.149,80 ; 2.774.239,92 
Patos ;PB;2021; 156 ; 17.507.332,04 ; 3.457.395,82 
Patos ;PB;2022; 145 ; 17.389.110,24 ; 2.648.681,34 
Patos ;PB;2023; 179 ; 22.898.360,09 ; 4.088.318,32 
Patos de Minas ;MG;2009; 408 ; 21.797.401,55 ; 7.500.433,91 
Patos de Minas ;MG;2010; 578 ; 31.774.016,19 ; 12.138.404,00 
Patos de Minas ;MG;2011; 474 ; 28.802.455,99 ; 5.034.688,76 
Patos de Minas ;MG;2012; 536 ; 38.689.444,38 ; 11.514.508,64 
Patos de Minas ;MG;2013; 878 ; 65.369.905,48 ; 22.337.571,79 
Patos de Minas ;MG;2014; 1.117 ; 92.480.022,35 ; 31.429.318,94 
Patos de Minas ;MG;2015; 1.096 ; 96.314.517,36 ; 31.438.500,28 
Patos de Minas ;MG;2016; 871 ; 82.879.905,30 ; 18.237.302,01 
Patos de Minas ;MG;2017; 1.277 ; 135.702.558,67 ; 28.504.770,63 
Patos de Minas ;MG;2018; 1.212 ; 135.878.264,17 ; 27.230.114,56 
Patos de Minas ;MG;2019; 1.188 ; 136.332.867,03 ; 25.062.125,31 
Patos de Minas ;MG;2020; 1.051 ; 127.293.046,54 ; 21.419.613,92 
Patos de Minas ;MG;2021; 792 ; 96.966.866,98 ; 13.471.910,57 
Patos de Minas ;MG;2022; 592 ; 77.848.049,70 ; 7.593.264,14 
Patos de Minas ;MG;2023; 573 ; 84.103.239,01 ; 8.278.941,68 
Patos do Piauí ;PI;2009; 3 ; 78.408,00 ; 12.288,00 
Patos do Piauí ;PI;2010; 2 ; 69.461,00 ; 27.758,00 
Patos do Piauí ;PI;2011; 2 ; 86.000,00 ; -   
Patos do Piauí ;PI;2015; 1 ; 50.015,00 ; 20.985,00 
Patos do Piauí ;PI;2022; 1 ; 80.000,00 ; 23.371,52 
Patrocínio ;MG;2009; 367 ; 16.608.282,84 ; 5.236.681,07 
Patrocínio ;MG;2010; 349 ; 17.610.340,36 ; 4.919.126,00 
Patrocínio ;MG;2011; 469 ; 30.010.152,89 ; 2.925.157,59 
Patrocínio ;MG;2012; 330 ; 23.849.839,62 ; 5.995.106,24 
Patrocínio ;MG;2013; 189 ; 14.665.656,57 ; 3.646.004,86 
Patrocínio ;MG;2014; 278 ; 24.875.644,44 ; 4.964.241,48 
Patrocínio ;MG;2015; 311 ; 28.823.864,70 ; 5.358.008,80 
Patrocínio ;MG;2016; 236 ; 22.919.287,80 ; 2.564.477,24 
Patrocínio ;MG;2017; 362 ; 37.450.507,75 ; 6.104.587,48 
Patrocínio ;MG;2018; 306 ; 32.058.100,86 ; 6.188.172,32 
Patrocínio ;MG;2019; 219 ; 22.469.385,07 ; 4.415.866,27 
Patrocínio ;MG;2020; 163 ; 17.164.821,81 ; 3.605.681,47 
Patrocínio ;MG;2021; 296 ; 31.414.868,84 ; 4.806.900,58 
Patrocínio ;MG;2022; 475 ; 55.081.436,22 ; 7.422.676,31 
Patrocínio ;MG;2023; 277 ; 35.239.909,36 ; 4.693.415,07 
Patrocínio do Muriaé ;MG;2009; 11 ; 246.458,60 ; 57.658,00 
Patrocínio do Muriaé ;MG;2010; 4 ; 152.326,69 ; 40.727,00 
Patrocínio do Muriaé ;MG;2011; 3 ; 139.700,00 ; 4.000,00 
Patrocínio do Muriaé ;MG;2012; 4 ; 286.790,44 ; 70.361,08 
Patrocínio do Muriaé ;MG;2013; 15 ; 544.009,01 ; 327.971,93 
Patrocínio do Muriaé ;MG;2014; 2 ; 76.982,00 ; 49.829,25 
Patrocínio do Muriaé ;MG;2015; 14 ; 917.510,26 ; 304.528,15 
Patrocínio do Muriaé ;MG;2016; 5 ; 333.640,89 ; 106.228,17 
Patrocínio do Muriaé ;MG;2017; 6 ; 434.634,18 ; 167.382,96 
Patrocínio do Muriaé ;MG;2018; 3 ; 217.927,94 ; 55.409,98 
Patrocínio do Muriaé ;MG;2019; 1 ; 103.500,00 ; 6.665,16 
Patrocínio do Muriaé ;MG;2022; 1 ; 100.000,00 ; 3.494,53 
Patrocínio do Muriaé ;MG;2023; 1 ; 200.000,00 ; -   
Patrocínio Paulista ;SP;2009; 8 ; 364.053,17 ; 77.620,00 
Patrocínio Paulista ;SP;2010; 7 ; 383.220,06 ; 100.968,00 
Patrocínio Paulista ;SP;2011; 9 ; 536.285,60 ; 36.606,00 
Patrocínio Paulista ;SP;2012; 10 ; 552.570,48 ; 193.942,80 
Patrocínio Paulista ;SP;2013; 7 ; 483.085,04 ; 147.513,73 
Patrocínio Paulista ;SP;2014; 7 ; 511.625,72 ; 137.733,60 
Patrocínio Paulista ;SP;2015; 3 ; 264.000,00 ; 35.669,97 
Patrocínio Paulista ;SP;2016; 2 ; 105.682,43 ; 26.148,49 
Patrocínio Paulista ;SP;2017; 2 ; 163.632,37 ; 41.999,98 
Patrocínio Paulista ;SP;2018; 1 ; 60.000,00 ; 18.978,26 
Patrocínio Paulista ;SP;2019; 12 ; 1.181.736,96 ; 193.501,88 
Patrocínio Paulista ;SP;2020; 20 ; 2.178.002,89 ; 346.381,82 
Patrocínio Paulista ;SP;2021; 23 ; 2.504.710,04 ; 439.416,89 
Patrocínio Paulista ;SP;2022; 16 ; 1.781.605,21 ; 362.306,84 
Patrocínio Paulista ;SP;2023; 19 ; 2.600.722,99 ; 280.949,17 
Patu ;RN;2009; 1 ; 25.000,00 ; 7.390,00 
Patu ;RN;2010; 1 ; 27.000,00 ; 7.860,00 
Patu ;RN;2011; 1 ; 27.490,00 ; 9.000,00 
Patu ;RN;2012; 7 ; 351.688,69 ; 131.595,70 
Patu ;RN;2013; 16 ; 1.004.969,86 ; 353.959,32 
Patu ;RN;2014; 34 ; 2.360.889,73 ; 803.207,89 
Patu ;RN;2015; 56 ; 3.963.686,34 ; 1.372.000,69 
Patu ;RN;2016; 41 ; 2.847.581,33 ; 975.297,76 
Patu ;RN;2017; 16 ; 1.077.956,31 ; 426.276,88 
Patu ;RN;2018; 21 ; 1.519.192,48 ; 632.749,00 
Patu ;RN;2019; 5 ; 355.200,00 ; 112.298,02 
Patu ;RN;2020; 3 ; 239.697,00 ; 57.089,72 
Patu ;RN;2021; 1 ; 99.200,00 ; 23.017,01 
Patu ;RN;2023; 1 ; 112.000,00 ; 21.095,30 
Paty do Alferes ;RJ;2009; 8 ; 423.372,00 ; 52.771,00 
Paty do Alferes ;RJ;2010; 15 ; 830.564,99 ; 200.310,00 
Paty do Alferes ;RJ;2011; 17 ; 1.001.554,01 ; 54.657,99 
Paty do Alferes ;RJ;2012; 13 ; 816.381,28 ; 202.458,27 
Paty do Alferes ;RJ;2013; 9 ; 662.018,51 ; 164.749,83 
Paty do Alferes ;RJ;2014; 5 ; 259.000,00 ; 15.999,99 
Paty do Alferes ;RJ;2015; 6 ; 214.722,56 ; 39.979,74 
Paty do Alferes ;RJ;2016; 1 ; 81.000,00 ; 4.118,60 
Paty do Alferes ;RJ;2017; 3 ; 217.840,00 ; 37.754,60 
Paty do Alferes ;RJ;2018; 7 ; 481.121,84 ; 98.457,72 
Paty do Alferes ;RJ;2019; 4 ; 376.491,91 ; 60.244,94 
Paty do Alferes ;RJ;2020; 1 ; 72.000,00 ; 6.814,72 
Pau Brasil ;BA;2011; 1 ; 72.500,00 ; -   
Pau Brasil ;BA;2012; 1 ; 64.000,00 ; 10.617,98 
Pau Brasil ;BA;2014; 3 ; 204.000,00 ; 47.999,97 
Pau Brasil ;BA;2016; 2 ; 162.000,00 ; 19.869,47 
Pau Brasil ;BA;2021; 1 ; 88.000,00 ; 32.982,32 
Pau D'Arco ;TO;2012; 1 ; 31.000,00 ; 8.750,98 
Pau D'Arco do Piauí ;PI;2023; 1 ; 54.877,00 ; 59.866,71 
Pau dos Ferros ;RN;2009; 91 ; 2.931.485,64 ; 1.286.828,15 
Pau dos Ferros ;RN;2010; 166 ; 6.889.338,99 ; 2.935.988,00 
Pau dos Ferros ;RN;2011; 187 ; 9.167.400,84 ; 1.654.536,40 
Pau dos Ferros ;RN;2012; 150 ; 8.559.594,66 ; 3.140.858,85 
Pau dos Ferros ;RN;2013; 166 ; 10.446.367,83 ; 3.931.285,62 
Pau dos Ferros ;RN;2014; 160 ; 10.702.865,05 ; 3.879.111,59 
